Title,Genre,Director,Actor,Synopsis,Img
잠,미스터리,유재선,"정유미, 이선균","행복한 신혼부부 ‘현수’(이선균)와 ‘수진’(정유미).
어느 날, 옆에 잠든 남편 ‘현수’가 이상한 말을 중얼거린다.
“누가 들어왔어”

그날 이후, 잠들면 마치 다른 사람처럼 변하는 ‘현수’.
깨어나면 아무것도 기억하지 못하는 ‘현수’는 잠들면 가족들을 해칠까 두려움을 느끼고
‘수진’은 매일 잠드는 순간 시작되는 끔찍한 공포 때문에 잠들지 못한다.
치료도 받아보지만 ‘현수’의 수면 중 이상 행동은 점점 더 위험해져가고
‘수진’은 곧 태어날 아이까지 위험에 빠질지도 모른다는 생각에 갖은 노력을 다해보는데…",https://www.kobis.or.kr/common/mast/movie/2023/09/ca12c92b0050461c813a68c6ad6da23f.jpg
드림,"코미디, 드라마",이병헌,"박서준, 아이유","“국가를… 대표하시는 분들이구나…”

선수 생활 사상 최악의 위기를 맞은 쏘울리스 축구 선수 홍대(박서준)
계획도, 의지도 없던 홈리스 풋볼 월드컵 감독으로 재능기부에 나서게 된다

각본 없는 각본(?)으로 열정리스 현실파 PD 소민(아이유)이 다큐 제작으로 합류하게 되면서
뜯어진 운동화와 슬리퍼, 늘어진 반팔 티셔츠를 필두로
운동이라고는 한 번도 해본 적 없는 특별한(!) 선수들이 국가대표로 선발된다

택견인지 축구인지 헷갈리는 실력과 발보다 말이 앞서는 홈리스 선수들의 환장할 팀워크,
다큐에 대사와 상황 그리고 진정성 없는 연출을 강요하는 소민에
기가 막히는 감독 홍대

하지만 포기할 틈도 없이, 월드컵 출전일은 코앞으로 다가오는데...!
이들의 도전은 성공할 수 있을까?

쏘울리스 감독, 열정리스 PD, 그리고 홈리스 국대
부족한 것 투성인 드림팀의 생애 단 한 번의 기회!",https://www.kobis.or.kr/common/mast/movie/2023/04/882d5571550e4ef696bbb8c352c431fa.jpg
탄생,드라마,박흥식,"윤시윤, 안성기, 윤경호, 이문식, 이호원, 이경영, 신정근","1845년, 조선 근대의 문을 열다!
새로운 세상을 꿈꾼 청년 김대건의 위대한 모험

호기심 많고 말보다 행동이 앞서는 청년 김대건.
조선 최초의 신부가 되라는 운명을 기꺼이 받아들이고,
신학생 동기 최양업, 최방제와 함께 마카오 유학길에 나선다.
나라 안팎으로 외세의 침략이 계속되고 아편전쟁이 끝나지 않은 시기,
김대건은 바다와 육지를 종횡무진 누비며 마침내 조선 근대의 길을 열어젖힌다!",https://www.kobis.or.kr/common/mast/movie/2022/11/fba1cf2f7d6f4fb59ff100c226fde9e7.jpg
라디오 스타,드라마,이준익,"박중훈, 안성기, 신정근","잠잠했던 88년도 가수왕 최곤. 매니저 속도 모르고 또 사고 치다. 명곡 '비와 당신'으로 88년 가수 왕을 차지했던 최곤은 그 후 대마초 사건, 폭행사건 등에 연루돼 이제는 불륜커플을 상대로 미사리 까페촌에서 기타를 튕기고 있는 신세지만, 아직도 자신이 스타라고 굳게 믿고 있다. 조용하나 싶더니 까페 손님과 시비가 붙은 최곤은 급기야 유치장 신세까지 지게 되는데…일편단심 매니저 박민수는 합의금을 찾아 다니던 중 지인인 방송국 국장을 만나고, 최곤이 영월에서 DJ를 하면 합의금을 내준다는 약속을 받아낸다. 라디오 DJ로 컴백한 철없는 락스타의 겁없는 방송이 시작된다. 프로그램 명 '최곤의 오후의 희망곡' 하지만 DJ자리를 우습게 여기는 최곤은 선곡 무시는 기본, 막무가내 방송도 모자라 부스 안으로 커피까지 배달시킨다. 피디와 지국장마저 두 손 두발 다 들게 만드는 방송이 계속되던 어느 날, 최곤은 커피 배달 온 청록 다방 김양을 즉석 게스트로 등장시키고 그녀의 사연이 많은 이들의 심금을 울리며 방송은 점차 주민들의 호응을 얻는다. 그러나 성공에는 또 다른 대가가 있는 법… 서로 눈빛만 보아도 알 것 같은 두 남자 때문에, 오늘 전국이 울고 웃는다.",https://www.kobis.or.kr/upload/up_img/cleansing/x00/03/12/mov_20060284_42750.jpg
두다다쿵: 후후섬의 비밀,애니메이션,최병선,,"“두다, 후후섬에 가면 엄마를 찾을 수 있을 거야!""

두다를 위해 친구들이 뭉쳤다!
후후섬에 가기 위해서는 신비의 꽃, 빛나는 크리스털을 찾아야 해!
우리 핑카 타고 모험을 떠나볼까?

“우와! 전설의 눈토끼 마을에 도착했어!”

뭐? 보름달이 뜰 때마다 용이 내려와 아기 토끼들을 데려간다고?
용으로부터 아기 토끼들을 구하고
후후섬에 가기 위한 보물들을 얻어야 해!

다들 함께 할 준비됐지?
다 함께 두다다다 출발 =3=3",https://www.kobis.or.kr/common/mast/movie/2023/01/e3d5fcf6875943d0a0f1e5fdc8577736.jpg
데시벨,액션,황인호,"김래원, 정상훈, 이종석, 박병은, 신윤주","소음이 커지는 순간 폭.발.한.다

물이 끓는 주전자 소리, 창문 여는 소리, 놀이터 아이들의 웃음 소리…
잠시 후, 거대한 굉음과 함께 단독 주택이 폭발했다는 뉴스 속보가 전해진다.
그리고, 뉴스를 지켜보던 전직 해군 부함장(김래원)에게 걸려온 전화

“소음이 커지면 터집니다. 다음 타깃은 축구 경기장이에요”

사태를 파악할 겨를도 없이, 관중들로 가득 찬 축구 경기장을
다음 테러의 타깃으로 지목하는 폭탄 설계자(이종석)

소음이 커지는 순간 폭발하는 특수 폭탄의 위협은 계속되고,
사상 최대의 도심 폭탄 테러를 막기 위해 모든 비밀을 손에 쥔 폭탄 설계자를 찾아야만 하는데…

도심 한복판에서 벌어지는 사운드 테러 액션
오늘 반드시 이 폭발을 막아야만 한다!",https://www.kobis.or.kr/common/mast/movie/2022/11/f05bd85b36414a6fa0b27c359c738a10.jpg
1987,드라마,장준환,"김윤석, 하정우, 유해진, 김태리, 이희준","“책상을 탁! 치니 억! 하고 죽었습니다”

1987년 1월, 경찰 조사를 받던 스물두 살 대학생이 사망한다.
증거인멸을 위해 박처장(김윤석)의 주도 하에 경찰은 시신 화장을 요청하지만, 사망 당일 당직이었던 최검사(하정우)는 이를 거부하고 부검을 밀어붙인다.
단순 쇼크사인 것처럼 거짓 발표를 이어가는 경찰. 그러나 현장에 남은 흔적들과 부검 소견은 고문에 의한 사망을 가리키고, 사건을 취재하던 윤기자(이희준)는 ‘물고문 도중 질식사’를 보도한다. 이에 박처장은 조반장(박희순)등 형사 둘만 구속시키며 사건을 축소하려 한다.
한편, 교도소에 수감된 조반장을 통해 사건의 진상을 알게 된 교도관 한병용(유해진)은 이 사실을 수배 중인 재야인사에게 전달하기 위해 조카인 연희(김태리)에게 위험한 부탁을 하게 되는데…

한 사람이 죽고, 모든 것이 변화하기 시작했다.
모두가 뜨거웠던 1987년의 이야기.",https://www.kobis.or.kr/common/mast/movie/2017/12/e0e7359e53aa4f82846253fe152382a0.jpg
사바하,"미스터리, 스릴러",장재현,"이정재, 박정민, 이재인, 유지태","신흥 종교 비리를 찾아내는 종교문제연구소 ‘박목사’(이정재).
최근 사슴동산이라는 새로운 종교 단체를 조사 중이다.
영월 터널에서 여중생이 사체로 발견되는 사건이 발생하고
이를 쫓던 경찰과 우연히 사슴동산에서 마주친 박목사는 이번 건이 심상치 않음을 직감한다.
터널 사건 유력 용의자의 자살, 그리고 실체를 알 수 없는 정비공 ‘나한’(박정민)과
16년 전 태어난 쌍둥이 동생 ‘금화’(이재인)의 존재까지,
사슴동산에 대해 파고들수록 박목사는 점점 더 많은 미스터리와 마주하게 되는데…!

그것이 태어나고 모든 사건이 시작되었다",https://www.kobis.or.kr/common/mast/movie/2019/01/dbb297ce69464591a40a1c3b02543b53.jpg
특송,"범죄, 액션",박대민,"박소담, 송새벽, 김의성, 정현준","2022년을 여는 가장 짜릿한 범죄 오락 액션의 탄생!

예상치 못한 배송사고로 걷잡을 수 없는 사건에 휘말린
특송 전문 드라이버 ‘은하’.
어쩌다 맡게 된 반송 불가 수하물에 출처를 알 수 없는 300억까지!
경찰과 국정원의 타겟이 되어
도심 한복판 모든 것을 건 추격전을 벌이게 되는데…

NO브레이크! FULL엑셀!
성공률 100% 특송 전문 드라이버가 온다!",https://www.kobis.or.kr/common/mast/movie/2021/12/0fc78405a0cb4c9bae02f073d06ca01d.jpg
악마들,"액션, 스릴러",김재훈,"장동윤, 오대환, 최귀화, 장재호","“나한테 대체 무슨 짓을 한 거야?”

아무런 동기도, 흔적도 없이 이어지는 연쇄 살인.
살인마의 손에 소중한 동료이자 가족을 잃은 형사 ‘재환’은
증오에 휩싸여 그의 뒤를 쫓는데 몰두한다.

어느 날, 살인마 ‘진혁’과 추격전 끝에 병실에서 눈을 뜬 ‘재환’.
알 수 없는 이유로 ‘진혁’과 몸이 뒤바뀐 것을 확인하고,
‘진혁’은 가족을 인질 삼아 ‘재환’을 협박한다.

결국 살인마의 몸으로 살인마를 잡기 위해
다시 한번 목숨 건 추격을 시작하는 재환.

“아니, 진짜 게임은 지금부터야.”",https://www.kobis.or.kr/common/mast/movie/2023/07/0fc617fade6540e18cd09c54e21dffa8.jpg
아버지의 마음,다큐멘터리,김상철,신애라,"행복하지 않다고 말하는 시대에 살고 있는 우리는 행복한 삶을 추구한다.
하지만 자신의 노력으로 더 나은 미래를 만들 수 없다고 느낄 때, 행복을 박탈당하게 된다.

늪에서 헤어 나오지 못하는 이들을 향해 마음을 주는 사람들.
절망의 늪에서 펼쳐지는 기적의 이야기

71년 전, 굶주림과 추위 속에서 죽어가는 한국전쟁고아를 아버지의 마음으로 바라보며
눈물 훔치던 이가 있었는데 에버렛 스완슨(Everett Swanson, 1913-1965)이었다.

그가 한국전쟁고아를 향한 연민으로 시작하게 된 컴패션 Compassion은
한국인 고아 캐시를 비롯해 10만 명 이상의 한국 어린이에게 기적을 선물했다.
또한 그가 품었던 아버지 마음은 전 세계 아이들을 향해 흘러갔다.

1994년 아버지를 잃은 르완다 소년 메소드와
2020년, 아들을 잃은 한국 아버지 황태환의 이야기
한 사람의 힘으로 세상을 바꾸고 선한 영향력을 끼치는 사랑의 릴레이
그것은 주는 사람, 받는 사람이 함께 성장하는 희망과 감동의 이야기다.

자, 그렇다면 이제부터 우리는 무엇을 해야 할까?",https://www.kobis.or.kr/common/mast/movie/2023/07/9d7301c3f44049ff816af36c756de65a.jpg
나비효과,"코미디, 드라마, 멜로/로맨스",민준기,윤성흠,"노래면 노래, 춤이면 춤!
못 하는 게 없는 밴드 ‘나비효과’의 보컬 ‘주연’(홍수아)

현실에 치여 음악을 그만 둔 그녀 앞에,
별안간 아버지의 시한부 선고가 쿵! 떨어진다

시한부 아버지의 마지막 소원은 바로,
죽기 전에 ‘주연’의 모습을 TV에서 보는 것!

‘주연’은 아버지의 마지막 소원을 들어드리기 위해,
천재 기타리스트이자 친구인 ‘승기’(윤성모)와 함께
다시 무대에 서기로 결정하는데…

빽 없음, 열정 있음!
인디밴드 ‘나비효과’의 성공을 향한 도전이 시작된다!",https://www.kobis.or.kr/common/mast/movie/2023/06/73d403d9ba6645aca37bb3e8192246bd.jpg
손,"공포(호러), 코미디",최윤호,"이재원, 박상욱","도와주세요!
저희 집 변기에서 손이 솟아났어요!



‘변기에서 손이 솟아났다’니, 그게 무슨 황당한 말이냐고요?
제가 간밤에 술을 좀 많이 먹긴 했는데… 그래도 진짜예요, 믿어주세요!
아내는 놀라서 기절해버리고, 경비원 아저씨도 애꿎은 저를 의심해요.
이제 어떡하죠? 믿을 건 119 밖에 없는데!

으악!
‘손’이 제멋대로 움직이기 시작했어요!
이거 설마… 사람도 죽이는 건가봐요!

이제 저는 뭘 어떻게 해야 할까요?
저는 이 무시무시한 ‘손’으로부터 벗어날 수 있을까요?",https://www.kobis.or.kr/common/mast/movie/2023/05/52427f4db29e4197b890993e8837771a.jpg
귀공자,액션,박훈정,"김선호, 강태주, 김강우, 고아라","“난 단 한번도 타겟을 놓쳐 본 적이 없거든”

필리핀에서 불법 경기장을 전전하며 병든 어머니와 살아가는 복싱 선수 ‘마르코’.
어머니의 수술비 마련을 위해 평생 본 적 없는 아버지를 만나러 한국으로 향하던
그의 앞에 정체불명의 남자 ‘귀공자’가 나타나 그를 추격하기 시작한다.

‘마르코’ 주위를 쑥대밭으로 만들며 숨통을 조여오는 ‘귀공자’를 필두로,
‘마르코’를 집요하게 추격하는 재벌 2세 ‘한이사’,
필리핀에 이어 한국에서 우연히 ‘마르코’와 재회한 미스터리한 인물 ‘윤주’까지.

각기 다른 목적을 가진 이들은 단 하나의 타겟을 쫓아 모여들고,
그 무엇도 예측할 수 없는 혼란과 광기 속
‘마르코’는 충격적인 진실을 마주하게 되는데…

단 하나의 타겟, 광기의 추격이 시작된다!",https://www.kobis.or.kr/common/mast/movie/2023/06/64770351f7104675bcce37f5b41dd9db.jpg
제이홉 인 더 박스,다큐멘터리,박준수,정호석,"BTS 10th Anniversary FESTA를 맞이하여,
전 세계 극장에서 개봉하는 제이홉 솔로 다큐멘터리.
다 같이 모여, 영화관 큰 스크린으로 즐기는 축제!

I'm your HOPE. You're my HOPE. I'm j-hope.
판도라 상자 안 가장 깊숙한 곳, 마지막으로 남은 것은 희망.
2022년 7월 31일 미국 시카고, 세계 최대 뮤직 페스티벌 ‘롤라팔루자’에 제이홉은 솔로 아티스트로서,
대한민국 뮤지션 최초로 메인 스테이지 헤드라이너로 무대에 섰다.
춤밖에 모르던 정호석에서 세계적인 그룹 방탄소년단의 메인 댄서이자 래퍼가 된 제이홉.
‘Dynamite’와 ‘Butter’의 대대적인 성공 이후, 그는 첫 공식 솔로 앨범 작업을 시작한다.
솔로 아티스트로서의 정체성에 대한 고민과 불안이 불현듯 밀려들지만,
제이홉은 자신에 대한 용기와 믿음, 춤과 음악 그 자체를 즐기는 긍정의 힘으로,
이제 상자 밖으로 나와 세상을 맞이하기 위한 준비에 나선다.
‘Jack In The Box’의 제작기와 리스닝 파티, ‘롤라팔루자’의 공연 준비부터 무대 위 비상하는 모습까지
200여 일간 아티스트 제이홉의 일상의 기록을 담아낸 다큐멘터리.",https://www.kobis.or.kr/common/mast/movie/2023/05/fe9c1d3e61d4495cb827bfc38ab3d8df.jpg
극장판 슈퍼윙스: 맥시멈 스피드,애니메이션,정길훈,"문남숙, 장은숙, 최보배, 전태열, 이재범, 엄상현","세상에서 가장 빠른 비행기 ‘호기’
장난감 악당에 맞서 지구를 구해줘!
누구보다 빠른 스피드로 사람들에게 꿈과 희망을 배달하는 ‘호기’!
장난감이 인기가 없어져 버린 세상에서 악당 ‘빌리윌리’는
유튜브 스타들을 납치해 우주로 날려버릴 무시무시한 음모를 세운다.
100만 유튜버 ‘다인’은 납치된 엄마를 구하기 위해 ‘호기’와 함께 ‘빌리윌리’를 찾아나서는데…!
과연, ‘호기’는 ‘맥시멈 스피드’로 지구를 구할 수 있을까?",https://www.kobis.or.kr/common/mast/movie/2023/06/aa5a9ab80bbf4c8c90af00564167503a.jpg
